rank_site_persistence,feature,valid_sites_min,spearman_mean,spearman_worst,site_shift_norm_median_mean,site_shift_norm_p90_worst,identity_mrr_mean,identity_mrr_worst,identity_top1_worst,identity_top5_worst,drift_to_separation_median_mean,drift_to_separation_p90_worst,spearman_worst_persistence_percentile,identity_mrr_worst_persistence_percentile,site_shift_p90_persistence_percentile,drift_separation_p90_persistence_percentile,site_persistence_score
46,ngrams_3_total_occurrences,65,0.9437062937062937,0.9112325174825174,0.023721616830732633,0.5041241292890579,0.5426849129662726,0.4710323013506212,0.2923076923076923,0.6923076923076923,0.0383620481739688,0.7011726384364826,0.8054662379421221,0.9405144694533762,0.48392282958199356,0.7829581993569131,0.7532154340836013
47,ngrams_4_possible_windows,65,0.9437062937062937,0.9112325174825174,0.023721616830732633,0.5041241292890579,0.5426849129662726,0.4710323013506212,0.2923076923076923,0.6923076923076923,0.0383620481739688,0.7011726384364826,0.8054662379421221,0.9405144694533762,0.48392282958199356,0.7829581993569131,0.7532154340836013
48,ngrams_4_total_occurrences,65,0.9437062937062937,0.9112325174825174,0.023721616830732633,0.5041241292890579,0.5426849129662726,0.4710323013506212,0.2923076923076923,0.6923076923076923,0.0383620481739688,0.7011726384364826,0.8054662379421221,0.9405144694533762,0.48392282958199356,0.7829581993569131,0.7532154340836013
49,pps_w10_total_packets,65,0.9437062937062937,0.9112325174825174,0.023721616830732633,0.5041241292890579,0.5426849129662726,0.4710323013506212,0.2923076923076923,0.6923076923076923,0.0383620481739688,0.7011726384364826,0.8054662379421221,0.9405144694533762,0.48392282958199356,0.7829581993569131,0.7532154340836013
50,pps_w1_total_packets,65,0.9437062937062937,0.9112325174825174,0.023721616830732633,0.5041241292890579,0.5426849129662726,0.4710323013506212,0.2923076923076923,0.6923076923076923,0.0383620481739688,0.7011726384364826,0.8054662379421221,0.9405144694533762,0.48392282958199356,0.7829581993569131,0.7532154340836013
51,pps_w2_total_packets,65,0.9437062937062937,0.9112325174825174,0.023721616830732633,0.5041241292890579,0.5426849129662726,0.4710323013506212,0.2923076923076923,0.6923076923076923,0.0383620481739688,0.7011726384364826,0.8054662379421221,0.9405144694533762,0.48392282958199356,0.7829581993569131,0.7532154340836013
52,pps_w5_total_packets,65,0.9437062937062937,0.9112325174825174,0.023721616830732633,0.5041241292890579,0.5426849129662726,0.4710323013506212,0.2923076923076923,0.6923076923076923,0.0383620481739688,0.7011726384364826,0.8054662379421221,0.9405144694533762,0.48392282958199356,0.7829581993569131,0.7532154340836013
53,ngrams_3_mean_count,65,0.9436480186480186,0.9111888111888112,0.02365959826775796,0.5031719655847275,0.5365710081181435,0.46140853552418226,0.2923076923076923,0.6923076923076923,0.03901924455458699,0.7008929265090371,0.7797427652733119,0.8971061093247589,0.5080385852090032,0.8070739549839229,0.7479903536977492
54,max_burst_out,65,0.9473208515307686,0.9231845587351668,0.20000000000000004,0.4,0.23813358090350278,0.23445970563858987,0.03076923076923077,0.38461538461538464,0.20555555555555557,0.6666666666666666,0.9163987138263665,0.4180064308681672,0.792604501607717,0.8553054662379421,0.7455787781350482
55,cumul_in_slope_norm,65,0.9443618881118881,0.912805944055944,0.025304504078842282,0.5596847238324002,0.5202061832326729,0.44571954031701033,0.24615384615384617,0.6923076923076923,0.04009138106786277,0.54482336525747,0.8778135048231511,0.7877813504823151,0.38263665594855306,0.932475884244373,0.7451768488745981
56,ngrams_4_mean_count,65,0.9436480186480186,0.9112325174825174,0.02363118072098322,0.4981114226166136,0.5401478917990182,0.45243417654982326,0.27692307692307694,0.6923076923076923,0.03886669003376239,0.6995932875198675,0.8054662379421221,0.8231511254019293,0.5241157556270096,0.8102893890675241,0.7407556270096463
57,cumul_interp_in_diffs_median,65,0.9417937496852143,0.9071167845492695,0.02359352105930798,0.4157288724744808,0.5248351587131806,0.4522883344229543,0.26153846153846155,0.6461538461538462,0.03762249234634337,0.7322029131560859,0.7282958199356914,0.8183279742765274,0.770096463022508,0.6446945337620579,0.7403536977491962
58,cumul_interp_in_diffs_p50,65,0.9417937496852143,0.9071167845492695,0.02359352105930798,0.4157288724744808,0.5248351587131806,0.4522883344229543,0.26153846153846155,0.6461538461538462,0.03762249234634337,0.7322029131560859,0.7282958199356914,0.8183279742765274,0.770096463022508,0.6446945337620579,0.7403536977491962
59,burst_durations_sum,65,0.9433566433566435,0.9209353146853148,0.13493981054717155,0.3895082901570096,0.2525920701371178,0.18556240334043764,0.046153846153846156,0.3384615384615385,0.20016860293196326,0.5592923053126174,0.909967845659164,0.3279742765273312,0.8006430868167203,0.9228295819935691,0.7403536977491961
60,ngrams_2_std_count,65,0.9385343822843822,0.9050262237762237,0.023705472168846314,0.42685793032546887,0.5534411170922336,0.5083929538711907,0.36923076923076925,0.676923076923077,0.04046924596254348,0.8017964615681381,0.6977491961414791,1.0,0.7459807073954984,0.5112540192926045,0.7387459807073955
61,spectral_energy_high,65,0.9408653846153846,0.9068181818181819,0.03093888875081996,0.5634510239409061,0.5249815952846254,0.46121494197699403,0.27692307692307694,0.676923076923077,0.04644643148336464,0.5180540458752054,0.7202572347266881,0.8938906752411575,0.3762057877813505,0.9614147909967846,0.7379421221864951
62,cumul_out_slope_norm,65,0.9431672494172494,0.9101398601398603,0.02677149920347917,0.558239366999966,0.528332707798039,0.45975270013964387,0.27692307692307694,0.7076923076923077,0.035921386362015965,0.5600867818617149,0.7588424437299035,0.864951768488746,0.39228295819935693,0.9196141479099679,0.7339228295819936
63,ngrams_3_sparsity,65,0.9436480186480186,0.9111888111888112,0.025135117434525445,0.5659368384936331,0.5344733050924825,0.45629116167810546,0.27692307692307694,0.7076923076923077,0.03379680338265959,0.5409494791845691,0.7797427652733119,0.8408360128617364,0.36977491961414793,0.9389067524115756,0.732315112540193
64,ngrams_2_sparsity,65,0.9436620761364019,0.9111550607521711,0.025918875524001923,0.5646762637149424,0.5320248845671388,0.45629116167810546,0.27692307692307694,0.7076923076923077,0.033838113022251544,0.5403282308385328,0.7733118971061094,0.8408360128617364,0.3729903536977492,0.9421221864951769,0.732315112540193
65,ngrams_2_mean_count,65,0.9436620761364019,0.9111550607521711,0.023515998942877713,0.506953214430782,0.5378273497305887,0.46744285208481456,0.2923076923076923,0.6923076923076923,0.04057848635149303,0.701339023209566,0.7733118971061094,0.9196141479099679,0.4630225080385852,0.7620578778135049,0.7295016077170419
66,ngrams_2_max_count,65,0.9363408757957471,0.8998131536065297,0.027072198918379548,0.40338214064755623,0.5385949667255635,0.4628079644245558,0.2923076923076923,0.676923076923077,0.04702546413592543,0.7414875106618787,0.6061093247588425,0.9083601286173634,0.7861736334405145,0.6157556270096463,0.7290996784565917
