rank_site_persistence,feature,valid_sites_min,spearman_mean,spearman_worst,site_shift_norm_median_mean,site_shift_norm_p90_worst,identity_mrr_mean,identity_mrr_worst,identity_top1_worst,identity_top5_worst,drift_to_separation_median_mean,drift_to_separation_p90_worst,spearman_worst_persistence_percentile,identity_mrr_worst_persistence_percentile,site_shift_p90_persistence_percentile,drift_separation_p90_persistence_percentile,site_persistence_score
205,sizes_mean,65,0.8965472027972027,0.8624125874125874,0.15385144174563792,0.8567080790052364,0.2573143894789443,0.21880684283309765,0.07692307692307693,0.3384615384615385,0.2224767578199135,1.2973867128288503,0.4180064308681672,0.3954983922829582,0.2379421221864952,0.3183279742765273,0.34244372990353694
206,tam_4s_out_min,65,0.8557058004394485,0.8204717060499178,0.12820512820512822,0.6923076923076923,0.20759386415655248,0.18989191832637836,0.03076923076923077,0.26153846153846155,0.25653594771241833,1.167058823529412,0.3536977491961415,0.33762057877813506,0.2958199356913183,0.3536977491961415,0.33520900321543406
207,cumul_interp_in_skew,65,0.8888111888111888,0.8211975524475524,0.18650473840970508,0.8851280905011687,0.23986037215475223,0.2200274039490416,0.07692307692307693,0.27692307692307694,0.23028019276272862,1.2863142201730453,0.36012861736334406,0.3987138263665595,0.2347266881028939,0.3247588424437299,0.3295819935691318
208,packets_last10pct,65,0.7975961538461539,0.7461538461538462,0.07425852338257971,1.1871293456886831,0.33014186624085,0.30352545629596167,0.12307692307692308,0.4461538461538462,0.13063360799534468,1.105952116943365,0.26688102893890675,0.5337620578778135,0.1414790996784566,0.3665594855305466,0.3271704180064309
209,bytes_last10pct,65,0.8004516317016317,0.7461101398601399,0.05379623382930126,1.5204542299396364,0.3694938255948534,0.33726127946566875,0.13846153846153847,0.5692307692307692,0.1295231905050562,1.1035435071596569,0.26366559485530544,0.6270096463022508,0.04180064308681672,0.36977491961414793,0.32556270096463025
210,ngrams_4_unique,65,0.7558302315359292,0.6468186120852513,0.0,0.0,0.04866955933504829,0.04606678885136516,0.0,0.046153846153846156,0.0,inf,0.17363344051446947,0.11254019292604502,0.9372990353697749,0.07877813504823152,0.32556270096463025
211,packets_last25pct,65,0.7826631701631701,0.7297202797202798,0.0984390790404303,1.0242817645755977,0.31609325529729954,0.30788427609210683,0.15384615384615385,0.46153846153846156,0.14856930746020666,1.3313237701890397,0.24115755627009647,0.5498392282958199,0.17041800643086816,0.31511254019292606,0.31913183279742763
212,cumul_out_skew,65,0.8800262237762237,0.8053758741258742,0.19008644800255703,0.968896529058046,0.24828393817824368,0.21839999625843032,0.046153846153846156,0.2923076923076923,0.24697906095841202,1.2073850196635374,0.3279742765273312,0.3890675241157556,0.21221864951768488,0.33762057877813506,0.3167202572347267
213,bytes_last25pct,65,0.7800262237762237,0.7203234265734266,0.08601898441582179,1.032918124845001,0.3362809214428543,0.3125449813224686,0.16923076923076924,0.4153846153846154,0.14563616954181302,1.3447653571241882,0.21864951768488747,0.5562700964630225,0.16720257234726688,0.31189710610932475,0.3135048231511254
214,cumul_in_skew,65,0.8842948717948719,0.8133304195804196,0.19184573981458994,0.9699489748836361,0.23506383612709017,0.21430921318429438,0.046153846153846156,0.27692307692307694,0.23573707451778722,1.2848679123033127,0.3408360128617363,0.36977491961414793,0.2090032154340836,0.3279742765273312,0.31189710610932475
215,global_packet_count_50,65,0.9171973884038964,0.8893248677112104,0.1737811778124585,1.2073022312373227,0.23411948047061135,0.15425728973116826,0.03076923076923077,0.23076923076923078,0.24078849090367427,1.1533927003637277,0.5305466237942122,0.22508038585209003,0.13504823151125403,0.35691318327974275,0.31189710610932475
216,bytes_first10pct,65,0.8937208624708625,0.830506993006993,0.11872011943032075,1.0485841960453421,0.3016604101452551,0.188612294145346,0.06153846153846154,0.3230769230769231,0.17608352812719044,1.1807504462635956,0.3762057877813505,0.3311897106109325,0.1639871382636656,0.3504823151125402,0.3054662379421222
217,burst_durations_prop_gt_1s,65,0.7739177958745619,0.6785073875335358,0.0700485158749286,0.9915205187732823,0.3716384081088147,0.30635298782936804,0.13846153846153847,0.46153846153846156,0.092490234719179,1.5498518305322628,0.18971061093247588,0.5434083601286174,0.19935691318327975,0.2829581993569132,0.30385852090032156
218,cumul_interp_out_skew,65,0.8858974358974359,0.8135926573426574,0.20026178570296146,1.0053864927084895,0.2532599447709588,0.20752437076094413,0.07692307692307693,0.27692307692307694,0.2392644024554478,1.232061555721209,0.34726688102893893,0.36012861736334406,0.17684887459807075,0.3311897106109325,0.30385852090032156
219,iat_size_p75,65,0.8907210156386705,0.8366807264462267,0.16088265514401115,1.4326769838656879,0.22759557061461264,0.21771736296481212,0.07692307692307693,0.2923076923076923,0.20655578040508274,1.1369964544530216,0.3858520900321543,0.3858520900321543,0.06109324758842444,0.36012861736334406,0.29823151125401925
220,burst_durations_cv,65,0.8081439393939394,0.7222902097902097,0.2025875065400086,0.7737397566058868,0.21304322745641646,0.19618502526810383,0.06153846153846154,0.27692307692307694,0.3049132636785105,1.2929102217525106,0.22508038585209003,0.3408360128617363,0.26688102893890675,0.3215434083601286,0.28858520900321544
221,tam_4s_in_min,65,0.8379772177714383,0.787349133094287,0.19397590361445785,0.6072289156626507,0.15316629436424362,0.11626194143917758,0.015384615384615385,0.1076923076923077,0.3555555555555556,1.2,0.3054662379421222,0.18006430868167203,0.3279742765273312,0.3408360128617363,0.28858520900321544
222,burst_durations_median,65,0.0,0.0,0.0,0.0,0.030303030303030304,0.030303030303030304,0.0,0.0,inf,inf,0.05466237942122187,0.05466237942122187,0.9372990353697749,0.07877813504823152,0.2813504823151125
223,burst_durations_min,65,0.0,0.0,0.0,0.0,0.030303030303030304,0.030303030303030304,0.0,0.0,inf,inf,0.05466237942122187,0.05466237942122187,0.9372990353697749,0.07877813504823152,0.2813504823151125
224,burst_durations_p25,65,0.0,0.0,0.0,0.0,0.030303030303030304,0.030303030303030304,0.0,0.0,inf,inf,0.05466237942122187,0.05466237942122187,0.9372990353697749,0.07877813504823152,0.2813504823151125
225,burst_durations_p50,65,0.0,0.0,0.0,0.0,0.030303030303030304,0.030303030303030304,0.0,0.0,inf,inf,0.05466237942122187,0.05466237942122187,0.9372990353697749,0.07877813504823152,0.2813504823151125
226,burst_durations_prop_gt_5s,65,0.0,0.0,0.0,0.0,0.030303030303030304,0.030303030303030304,0.0,0.0,inf,inf,0.05466237942122187,0.05466237942122187,0.9372990353697749,0.07877813504823152,0.2813504823151125
227,burst_size_p25,65,0.0,0.0,0.0,0.0,0.030303030303030304,0.030303030303030304,0.0,0.0,inf,inf,0.05466237942122187,0.05466237942122187,0.9372990353697749,0.07877813504823152,0.2813504823151125
228,burst_size_p50,65,0.0,0.0,0.0,0.0,0.030303030303030304,0.030303030303030304,0.0,0.0,inf,inf,0.05466237942122187,0.05466237942122187,0.9372990353697749,0.07877813504823152,0.2813504823151125
229,burst_size_p75,65,0.0,0.0,0.0,0.0,0.030303030303030304,0.030303030303030304,0.0,0.0,inf,inf,0.05466237942122187,0.05466237942122187,0.9372990353697749,0.07877813504823152,0.2813504823151125
230,burst_size_p90,65,0.0,0.0,0.0,0.0,0.030303030303030304,0.030303030303030304,0.0,0.0,inf,inf,0.05466237942122187,0.05466237942122187,0.9372990353697749,0.07877813504823152,0.2813504823151125
231,cumul_in_diffs_median,65,0.0,0.0,0.0,0.0,0.030303030303030304,0.030303030303030304,0.0,0.0,inf,inf,0.05466237942122187,0.05466237942122187,0.9372990353697749,0.07877813504823152,0.2813504823151125
232,cumul_in_diffs_p25,65,0.0,0.0,0.0,0.0,0.030303030303030304,0.030303030303030304,0.0,0.0,inf,inf,0.05466237942122187,0.05466237942122187,0.9372990353697749,0.07877813504823152,0.2813504823151125
233,cumul_in_diffs_p50,65,0.0,0.0,0.0,0.0,0.030303030303030304,0.030303030303030304,0.0,0.0,inf,inf,0.05466237942122187,0.05466237942122187,0.9372990353697749,0.07877813504823152,0.2813504823151125
234,cumul_in_min,65,0.0,0.0,0.0,0.0,0.030303030303030304,0.030303030303030304,0.0,0.0,inf,inf,0.05466237942122187,0.05466237942122187,0.9372990353697749,0.07877813504823152,0.2813504823151125
235,cumul_interp_in_min,65,0.0,0.0,0.0,0.0,0.030303030303030304,0.030303030303030304,0.0,0.0,inf,inf,0.05466237942122187,0.05466237942122187,0.9372990353697749,0.07877813504823152,0.2813504823151125
236,cumul_interp_out_min,65,0.0,0.0,0.0,0.0,0.030303030303030304,0.030303030303030304,0.0,0.0,inf,inf,0.05466237942122187,0.05466237942122187,0.9372990353697749,0.07877813504823152,0.2813504823151125
237,cumul_out_diffs_median,65,0.0,0.0,0.0,0.0,0.030303030303030304,0.030303030303030304,0.0,0.0,inf,inf,0.05466237942122187,0.05466237942122187,0.9372990353697749,0.07877813504823152,0.2813504823151125
238,cumul_out_diffs_p50,65,0.0,0.0,0.0,0.0,0.030303030303030304,0.030303030303030304,0.0,0.0,inf,inf,0.05466237942122187,0.05466237942122187,0.9372990353697749,0.07877813504823152,0.2813504823151125
239,cumul_out_diffs_p75,65,0.0,0.0,0.0,0.0,0.030303030303030304,0.030303030303030304,0.0,0.0,inf,inf,0.05466237942122187,0.05466237942122187,0.9372990353697749,0.07877813504823152,0.2813504823151125
240,cumul_out_diffs_p90,65,0.0,0.0,0.0,0.0,0.030303030303030304,0.030303030303030304,0.0,0.0,inf,inf,0.05466237942122187,0.05466237942122187,0.9372990353697749,0.07877813504823152,0.2813504823151125
241,cumul_out_min,65,0.0,0.0,0.0,0.0,0.030303030303030304,0.030303030303030304,0.0,0.0,inf,inf,0.05466237942122187,0.05466237942122187,0.9372990353697749,0.07877813504823152,0.2813504823151125
242,first30_in_total_ratio,65,0.0,0.0,0.0,0.0,0.030303030303030304,0.030303030303030304,0.0,0.0,inf,inf,0.05466237942122187,0.05466237942122187,0.9372990353697749,0.07877813504823152,0.2813504823151125
243,first30_out_in_ratio,65,0.0,0.0,0.0,0.0,0.030303030303030304,0.030303030303030304,0.0,0.0,inf,inf,0.05466237942122187,0.05466237942122187,0.9372990353697749,0.07877813504823152,0.2813504823151125
244,first30_out_total_ratio,65,0.0,0.0,0.0,0.0,0.030303030303030304,0.030303030303030304,0.0,0.0,inf,inf,0.05466237942122187,0.05466237942122187,0.9372990353697749,0.07877813504823152,0.2813504823151125
245,ngrams_2_unique,65,0.0,0.0,0.0,0.0,0.030303030303030304,0.030303030303030304,0.0,0.0,inf,inf,0.05466237942122187,0.05466237942122187,0.9372990353697749,0.07877813504823152,0.2813504823151125
246,ngrams_3_unique,65,0.0,0.0,0.0,0.0,0.030303030303030304,0.030303030303030304,0.0,0.0,inf,inf,0.05466237942122187,0.05466237942122187,0.9372990353697749,0.07877813504823152,0.2813504823151125
247,pps_w1_min,65,0.0,0.0,0.0,0.0,0.030303030303030304,0.030303030303030304,0.0,0.0,inf,inf,0.05466237942122187,0.05466237942122187,0.9372990353697749,0.07877813504823152,0.2813504823151125
248,sizes_max,65,0.2338535866733714,0.0,0.0,0.0,0.033796484523228705,0.030303030303030304,0.0,0.0,inf,inf,0.05466237942122187,0.05466237942122187,0.9372990353697749,0.07877813504823152,0.2813504823151125
249,sizes_min,65,0.0,0.0,0.0,0.0,0.030303030303030304,0.030303030303030304,0.0,0.0,inf,inf,0.05466237942122187,0.05466237942122187,0.9372990353697749,0.07877813504823152,0.2813504823151125
250,sizes_p25,65,0.0,0.0,0.0,0.0,0.030303030303030304,0.030303030303030304,0.0,0.0,inf,inf,0.05466237942122187,0.05466237942122187,0.9372990353697749,0.07877813504823152,0.2813504823151125
251,sizes_p90,65,0.0,0.0,0.0,0.0,0.030303030303030304,0.030303030303030304,0.0,0.0,inf,inf,0.05466237942122187,0.05466237942122187,0.9372990353697749,0.07877813504823152,0.2813504823151125
252,tam_1s_in_min,65,0.0,0.0,0.0,0.0,0.030303030303030304,0.030303030303030304,0.0,0.0,inf,inf,0.05466237942122187,0.05466237942122187,0.9372990353697749,0.07877813504823152,0.2813504823151125
253,tam_1s_out_min,65,0.0,0.0,0.0,0.0,0.030303030303030304,0.030303030303030304,0.0,0.0,inf,inf,0.05466237942122187,0.05466237942122187,0.9372990353697749,0.07877813504823152,0.2813504823151125
254,tam_2s_out_min,65,0.0,0.0,0.0,0.0,0.030303030303030304,0.030303030303030304,0.0,0.0,inf,inf,0.05466237942122187,0.05466237942122187,0.9372990353697749,0.07877813504823152,0.2813504823151125
255,ngrams_3_top1_frac,65,0.8231705914848533,0.7519230769230769,0.23310587286507997,0.7585577541725221,0.18619420030596348,0.15115172947482108,0.046153846153846156,0.18461538461538463,0.3574631993354329,1.1870458493362788,0.2765273311897106,0.22186495176848875,0.27009646302250806,0.34726688102893893,0.2789389067524116
256,burst_durations_entropy,65,0.7861293559409755,0.6824300699300698,0.1750084636169215,0.8422349185073545,0.20496273852653313,0.1772793187654525,0.046153846153846156,0.2923076923076923,0.28099812986299016,1.19848068086283,0.19292604501607716,0.31189710610932475,0.24437299035369775,0.3440514469453376,0.2733118971061093
257,sizes_skew,65,0.8146124708624708,0.7481643356643357,0.13873027770149085,1.3035776524982658,0.2879752114399379,0.2653024837231966,0.12307692307692308,0.38461538461538464,0.2274332639715876,2.1791607385484015,0.27009646302250806,0.4790996784565916,0.10932475884244373,0.2282958199356913,0.2717041800643087
258,tam_5s_out_min,65,0.8273258082637817,0.7723685229670733,0.24999143982194827,1.0,0.19491900215321178,0.17179698795339143,0.03076923076923077,0.23076923076923078,0.3716153127917834,1.4142857142857146,0.28938906752411575,0.28938906752411575,0.18810289389067525,0.2958199356913183,0.26567524115755625
259,burst_durations_max,65,0.8068618881118881,0.7628496503496504,0.32419452180235925,1.0165442738893513,0.18344142271573172,0.17551890281946878,0.06153846153846154,0.2153846153846154,0.4286576988008825,1.4547305897181615,0.2861736334405145,0.2990353697749196,0.17363344051446947,0.29260450160771706,0.2628617363344052
260,tam_3s_out_min,65,0.8780697323508848,0.8584446679741271,0.2888888888888889,1.0,0.16019678310890914,0.1335952253725804,0.0,0.15384615384615385,0.4166666666666667,2.0,0.3987138263665595,0.19614147909967847,0.18810289389067525,0.24437299035369775,0.25683279742765275
261,transition_rate,65,0.8005681818181817,0.7441433566433566,0.29755356764706986,1.0579703816323416,0.20249759322666594,0.17831255061566798,0.06153846153846154,0.23076923076923078,0.37422884184756694,1.3595874974825113,0.24758842443729903,0.31511254019292606,0.1607717041800643,0.3022508038585209,0.2564308681672026
262,ngrams_2_top2_frac,65,0.8004807692307692,0.7434440559440559,0.30525928732559643,1.084468418988427,0.2063094665230952,0.18440477399011074,0.06153846153846154,0.23076923076923078,0.3553131013692657,1.3479635699828418,0.24437299035369775,0.3247588424437299,0.15112540192926044,0.3054662379421222,0.25643086816720256
263,sizes_std,65,0.8765297202797203,0.8365384615384616,0.14128516396563365,4.37820554694223,0.28905430518812114,0.25651557069284675,0.06153846153846154,0.4307692307692308,0.21002703422246202,5.3838385915890425,0.38263665594855306,0.45980707395498394,0.00964630225080386,0.1639871382636656,0.2540192926045016
264,burst_mean,65,0.8017773892773893,0.7454982517482517,0.295252278843891,1.0702477069723837,0.2069237666769678,0.1755147598862691,0.07692307692307693,0.23076923076923078,0.3713056963890196,1.3459693997201063,0.2508038585209003,0.2958199356913183,0.15755627009646303,0.3086816720257235,0.25321543408360125
265,ngrams_4_top1_frac,65,0.8220044852408802,0.7240245195419049,0.23029139916996635,1.265615971611718,0.2521675184918637,0.20720272902496498,0.07692307692307693,0.2923076923076923,0.31894276524254556,1.5561555198679757,0.2315112540192926,0.35691318327974275,0.12218649517684887,0.2797427652733119,0.24758842443729903
266,pps_w10_min,65,0.8158433660143526,0.7289435728826696,0.10134399113065151,1.3884669479606189,0.27374583676735115,0.24633879473100562,0.09230769230769231,0.36923076923076925,0.19273555215840235,2.5441904011037755,0.2379421221864952,0.43086816720257237,0.0932475884244373,0.21543408360128619,0.24437299035369775
267,time_to_first_big_burst,65,0.7911276223776224,0.7233391608391608,0.33000730812468065,0.9086140651951746,0.17058582196779795,0.1432030105880038,0.046153846153846156,0.16923076923076924,0.43407697758387465,1.3658247416436924,0.2282958199356913,0.21864951768488747,0.2282958199356913,0.2990353697749196,0.2435691318327974
268,ngrams_4_top3_frac,65,0.8216054778554779,0.7556818181818182,0.2645915325691928,1.0734119319726578,0.19517848467096632,0.15486643167119285,0.06153846153846154,0.2,0.3814396394299993,1.5169505807775572,0.2797427652733119,0.2315112540192926,0.15434083601286175,0.28938906752411575,0.2387459807073955
269,ngrams_3_top4_frac,65,0.828831585081585,0.8007867132867132,0.35116388835653806,1.1588348268680913,0.16962152734423008,0.14225254497018028,0.03076923076923077,0.2153846153846154,0.46368876168438306,1.6546567933098646,0.3183279742765273,0.21221864951768488,0.14469453376205788,0.26366559485530544,0.23472668810289388
270,ngrams_4_top5_frac,65,0.7497231934731935,0.6975961538461538,0.28588968824284117,1.092164590590112,0.19516848266778,0.1787482804792761,0.06153846153846154,0.24615384615384617,0.4577586853364679,1.6239612414987337,0.20257234726688103,0.3183279742765273,0.14790996784565916,0.26688102893890675,0.23392282958199356
271,ngrams_2_top1_frac,65,0.7741550116550117,0.6976835664335664,0.4664193042329859,0.9147894012368294,0.11155521145261894,0.09393381657083104,0.0,0.1076923076923077,0.7017532419341106,1.5426947482133768,0.2057877813504823,0.15434083601286175,0.22508038585209003,0.2861736334405145,0.21784565916398715
272,ngrams_4_top2_frac,65,0.8026358036068677,0.7216783216783217,0.2560313225083643,1.2853211816935621,0.1916454523189234,0.1595761881041603,0.046153846153846156,0.23076923076923078,0.4121148149964277,1.6033756832924582,0.22186495176848875,0.2379421221864952,0.1189710610932476,0.27009646302250806,0.21221864951768488
273,ngrams_3_top2_frac,65,0.753831585081585,0.662368881118881,0.33962769208944804,1.3381110040552262,0.21385781525118344,0.1749637274866406,0.07692307692307693,0.24615384615384617,0.4574486046804435,1.8597659136712639,0.1832797427652733,0.29260450160771706,0.10610932475884244,0.2540192926045016,0.2090032154340836
274,pps_w5_burst_count,65,0.8833086289276966,0.8386789298881414,0.0,1.0,0.11663501972892405,0.1126229987700149,0.03076923076923077,0.1076923076923077,0.0,inf,0.3890675241157556,0.17363344051446947,0.18810289389067525,0.07877813504823152,0.20739549839228297
275,ngrams_4_top4_frac,65,0.7591346153846154,0.7288461538461538,0.28104291180086505,1.3672483855686048,0.17312916590833707,0.15696526371514433,0.06153846153846154,0.2153846153846154,0.47846549094030544,1.9849022620651526,0.2347266881028939,0.2347266881028939,0.09646302250803858,0.24758842443729903,0.20337620578778134
276,time_to_first_response,65,0.7135052447552447,0.6994318181818182,0.3784507914908442,1.1897554191119102,0.15785216985402575,0.13802556437676552,0.015384615384615385,0.2,0.4994510043876566,1.8066533471809665,0.2090032154340836,0.2057877813504823,0.1382636655948553,0.2572347266881029,0.20257234726688103
277,ngrams_3_top3_frac,65,0.7697115384615385,0.6948426573426574,0.31062995888275063,1.261039609227208,0.20803217796903484,0.15464159364780675,0.046153846153846156,0.23076923076923078,0.43326339793190255,1.8646742034926795,0.19935691318327975,0.2282958199356913,0.12540192926045016,0.2508038585209003,0.20096463022508038
278,pps_w5_min,65,0.8320082347407723,0.7852509989028305,0.25695004932293103,1.762711864406781,0.19818018058045542,0.1702969272437969,0.03076923076923077,0.2923076923076923,0.3174603174603192,2.648888888888889,0.3022508038585209,0.26688102893890675,0.03858520900321544,0.19292604501607716,0.20016077170418003
279,tam_3s_in_min,65,0.8534509168355923,0.8243537831590491,0.27777777777777773,2.0,0.12717430271970376,0.11110079269677753,0.015384615384615385,0.12307692307692308,0.5042735042735043,2.2400000000000007,0.3665594855305466,0.1639871382636656,0.022508038585209004,0.22508038585209003,0.1945337620578778
280,cumul_in_diffs_std,65,0.6980477855477855,0.5988199300699301,0.25313082892982885,1.4262222184828146,0.22204701608362754,0.17607914714175174,0.046153846153846156,0.26153846153846155,0.35201146618498963,2.064897148184417,0.16559485530546625,0.30385852090032156,0.06752411575562701,0.2379421221864952,0.1937299035369775
281,cumul_out_diffs_std,65,0.6980477855477855,0.5988199300699301,0.25313082892983957,1.426222218482789,0.22204701608362754,0.17607914714175174,0.046153846153846156,0.26153846153846155,0.3520114661850091,2.0648971481845355,0.16559485530546625,0.30385852090032156,0.0707395498392283,0.2347266881028939,0.1937299035369775
282,entropy,65,0.6969114219114219,0.5971153846153846,0.2517913000000002,1.4318838053503864,0.22110667937851303,0.17700594565726702,0.046153846153846156,0.26153846153846155,0.3531114960357435,2.0660904961321367,0.1607717041800643,0.3086816720257235,0.06430868167202572,0.2315112540192926,0.19131832797427653
283,iat_max,65,0.782109557109557,0.6873251748251749,0.6122286413397734,1.2378474257227765,0.141488672407365,0.11449410111072032,0.046153846153846156,0.12307692307692308,0.7210158304046316,2.060798287732342,0.19614147909967847,0.17684887459807075,0.13183279742765272,0.24115755627009647,0.18649517684887462
284,iat_size_p25,65,0.7015002516241936,0.6703423464088416,0.41712923132481555,1.3632352941176478,0.1532769775153857,0.12976966908549337,0.03076923076923077,0.16923076923076924,0.5575921189731932,1.7105386416861843,0.1864951768488746,0.1864951768488746,0.09967845659163987,0.2604501607717042,0.1832797427652733
285,iat_median,65,0.7184611683934524,0.6546976425162551,0.3791206931588886,1.2953516090581805,0.1389712346056977,0.10796376771467475,0.03076923076923077,0.09230769230769231,0.5855262349338192,1.5720603548822962,0.17845659163987138,0.15916398713826366,0.11414790996784566,0.27491961414790994,0.18167202572347263
286,iat_size_p50,65,0.7184611683934524,0.6546976425162551,0.3791206931588886,1.2953516090581805,0.1389712346056977,0.10796376771467475,0.03076923076923077,0.09230769230769231,0.5855262349338192,1.5720603548822962,0.17845659163987138,0.15916398713826366,0.11414790996784566,0.27491961414790994,0.18167202572347263
287,ratio_out_in,65,0.6555798368298369,0.5423513986013987,0.21735022987341987,1.3397747103978455,0.20890313102611144,0.169503218931224,0.046153846153846156,0.23076923076923078,0.38426830813251883,2.415721505656831,0.12861736334405144,0.26366559485530544,0.10289389067524116,0.21864951768488747,0.17845659163987138
288,tam_5s_in_min,65,0.8206788460833643,0.7799791711163926,0.47222222222222215,1.9333333333333336,0.15282432490947553,0.13191092540691476,0.015384615384615385,0.2,0.5291005291005291,2.8500000000000005,0.2990353697749196,0.18971061093247588,0.03536977491961415,0.17684887459807075,0.1752411575562701
289,cumul_in_diffs_mean,65,0.6599796037296038,0.5458041958041958,0.22557878620864624,1.418014632221071,0.21424223943826023,0.16710610365852724,0.03076923076923077,0.26153846153846155,0.3821053308385225,2.5564571854735183,0.14630225080385853,0.25562700964630225,0.0819935691318328,0.21061093247588425,0.17363344051446944
290,cumul_in_pct_increasing,65,0.6599796037296038,0.5458041958041958,0.22557878620864624,1.418014632221071,0.21424223943826023,0.16710610365852724,0.03076923076923077,0.26153846153846155,0.3821053308385225,2.5564571854735183,0.14630225080385853,0.25562700964630225,0.0819935691318328,0.21061093247588425,0.17363344051446944
291,cumul_out_diffs_mean,65,0.6599796037296038,0.5458041958041958,0.2255787862086469,1.4180146322210705,0.21424223943826023,0.16710610365852724,0.03076923076923077,0.26153846153846155,0.3821053308385107,2.5564571854735263,0.14630225080385853,0.25562700964630225,0.08842443729903537,0.20418006430868169,0.17363344051446944
292,cumul_out_pct_increasing,65,0.6599796037296038,0.5458041958041958,0.2255787862086469,1.4180146322210705,0.21424223943826023,0.16710610365852724,0.03076923076923077,0.26153846153846155,0.3821053308385107,2.5564571854735263,0.14630225080385853,0.25562700964630225,0.08842443729903537,0.20418006430868169,0.17363344051446944
293,ratio_in_total,65,0.6555798368298369,0.5423513986013987,0.2203554557825562,1.421118272089484,0.2093231958402517,0.170488482730253,0.046153846153846156,0.24615384615384617,0.38470036381259476,2.5636902111253064,0.12861736334405144,0.2845659163987138,0.07717041800643087,0.19614147909967847,0.17162379421221866
294,ratio_out_total,65,0.6555798368298369,0.5423513986013987,0.22035545578256052,1.4211182720894926,0.2093231958402517,0.170488482730253,0.046153846153846156,0.24615384615384617,0.38470036381258804,2.563690211125305,0.12861736334405144,0.2845659163987138,0.07395498392282958,0.19935691318327975,0.17162379421221863
295,ngrams_2_top3_frac,65,0.741520979020979,0.7075174825174825,0.3192620935023993,1.5151558784163741,0.1486950251331284,0.13660520306329024,0.03076923076923077,0.15384615384615385,0.5181900126356105,2.2413248064150704,0.21221864951768488,0.20257234726688103,0.04501607717041801,0.22186495176848875,0.17041800643086816
296,last30_out_in_ratio,65,0.8071440916598157,0.7458882361536245,0.0,1.0,0.0960591093339422,0.09129220003650226,0.015384615384615385,0.06153846153846154,0.0,inf,0.2572347266881029,0.15112540192926044,0.18810289389067525,0.07877813504823152,0.1688102893890675
297,last30_in_total_ratio,65,0.8071440916598157,0.7458882361536245,0.0,1.0,0.096170138516278,0.09113029032472346,0.015384615384615385,0.06153846153846154,0.0,inf,0.2572347266881029,0.14790996784565916,0.18810289389067525,0.07877813504823152,0.1680064308681672
298,last30_out_total_ratio,65,0.8071440916598157,0.7458882361536245,0.0,1.0,0.09589379292740942,0.09098218054456852,0.015384615384615385,0.06153846153846154,0.0,inf,0.2572347266881029,0.14469453376205788,0.18810289389067525,0.07877813504823152,0.16720257234726688
299,pps_w10_in_out,65,0.6555798368298369,0.5423513986013987,0.22734261617966256,1.4774098827398858,0.2091775104284548,0.17045206898511325,0.046153846153846156,0.24615384615384617,0.3860040549080875,2.655450856410824,0.12861736334405144,0.27491961414790994,0.05305466237942122,0.18488745980707397,0.16036977491961416
300,pps_w1_in_out,65,0.6555798368298369,0.5423513986013987,0.22734261617966256,1.4774098827398858,0.2091775104284548,0.17045206898511325,0.046153846153846156,0.24615384615384617,0.3860040549080875,2.655450856410824,0.12861736334405144,0.27491961414790994,0.05305466237942122,0.18488745980707397,0.16036977491961416
301,pps_w2_in_out,65,0.6555798368298369,0.5423513986013987,0.22734261617966256,1.4774098827398858,0.2091775104284548,0.17045206898511325,0.046153846153846156,0.24615384615384617,0.3860040549080875,2.655450856410824,0.12861736334405144,0.27491961414790994,0.05305466237942122,0.18488745980707397,0.16036977491961416
302,pps_w5_in_out,65,0.6555798368298369,0.5423513986013987,0.22734261617966256,1.4774098827398858,0.2091775104284548,0.17045206898511325,0.046153846153846156,0.24615384615384617,0.3860040549080875,2.655450856410824,0.12861736334405144,0.27491961414790994,0.05305466237942122,0.18488745980707397,0.16036977491961416
303,burst_durations_iqr,65,0.8416478200237577,0.7783473148011986,0.5723383490340377,8.465251989406648,0.13729776875623947,0.11209144516087854,0.046153846153846156,0.12307692307692308,0.7299032903257733,7.988504550343344,0.2942122186495177,0.16881028938906753,0.00482315112540193,0.15916398713826366,0.15675241157556272
304,burst_durations_p75,65,0.8416478200237577,0.7783473148011986,0.5723383490340377,8.465251989406648,0.13729776875623947,0.11209144516087854,0.046153846153846156,0.12307692307692308,0.7299032903257733,7.988504550343344,0.2942122186495177,0.16881028938906753,0.00482315112540193,0.15916398713826366,0.15675241157556272
305,cumul_out_slope,65,0.6385780885780886,0.5549825174825175,0.2599502082864145,1.9938850359827278,0.19197351160504694,0.1601559176519032,0.046153846153846156,0.23076923076923078,0.39245300679681594,3.4687321882752498,0.15594855305466238,0.2427652733118971,0.028938906752411574,0.17041800643086816,0.1495176848874598
306,cumul_in_slope,65,0.6385780885780886,0.5549825174825175,0.2599502082864272,1.9938850359827205,0.19197351160504694,0.1601559176519032,0.046153846153846156,0.23076923076923078,0.3924530067968523,3.4687321882752817,0.15594855305466238,0.2427652733118971,0.03215434083601286,0.16720257234726688,0.1495176848874598
307,iat_min,65,0.7826947064148507,0.7176326994769724,0.0,1.2531119851239383,0.08702041982281512,0.08075637556195882,0.015384615384615385,0.12307692307692308,0.1111111111111111,inf,0.21543408360128619,0.1414790996784566,0.12861736334405144,0.07877813504823152,0.14107717041800644
