track,variant,date,n,accuracy,macro_f1,top5_accuracy,mrr,mean_true_rank
HISTORICAL_FINAL,MICRO_LTD_OUTER55,2026-04-07,516,0.23449612403100775,0.1995394879749932,0.47093023255813954,0.3579621089666265,12.434108527131784
HISTORICAL_FINAL,HYBRID_NO_LTD_RENORM,2026-03-23,136,0.22058823529411764,0.07278195660548602,0.6544117647058824,0.40065106381205207,6.720588235294118
HISTORICAL_FINAL,HYBRID_NO_LTD_RENORM,2026-03-24,445,0.2202247191011236,0.07898504212402817,0.5842696629213483,0.3999646163989367,7.856179775280899
HISTORICAL_FINAL,HYBRID_NO_LTD_RENORM,2026-03-25,882,0.24036281179138322,0.2171166862786837,0.6099773242630385,0.40973279548661823,7.444444444444445
HISTORICAL_FINAL,HYBRID_NO_LTD_RENORM,2026-03-26,1412,0.2584985835694051,0.2399008554337089,0.6558073654390935,0.4345875115854056,6.555240793201133
HISTORICAL_FINAL,HYBRID_NO_LTD_RENORM,2026-03-27,1408,0.27485795454545453,0.25010511502315713,0.6704545454545454,0.450976103285995,6.4069602272727275
HISTORICAL_FINAL,HYBRID_NO_LTD_RENORM,2026-03-28,1319,0.2918877937831691,0.26742643575648567,0.7005307050796058,0.4702553385981512,6.074298711144807
HISTORICAL_FINAL,HYBRID_NO_LTD_RENORM,2026-03-29,1397,0.2884753042233357,0.2706450878652502,0.6907659269863994,0.4680368815776494,6.211166785969936
HISTORICAL_FINAL,HYBRID_NO_LTD_RENORM,2026-03-30,1340,0.26940298507462684,0.2418838595153634,0.664179104477612,0.44595429431805655,6.449253731343283
HISTORICAL_FINAL,HYBRID_NO_LTD_RENORM,2026-03-31,1364,0.29178885630498536,0.269502265600058,0.6796187683284457,0.46627796651995274,6.091642228739003
HISTORICAL_FINAL,HYBRID_NO_LTD_RENORM,2026-04-01,1427,0.29152067274001403,0.2664684455218425,0.6881569726699369,0.4676856807796171,6.41906096706377
HISTORICAL_FINAL,HYBRID_NO_LTD_RENORM,2026-04-02,1414,0.3048090523338048,0.2814672831286152,0.6845827439886846,0.4738915885014916,6.178217821782178
HISTORICAL_FINAL,HYBRID_NO_LTD_RENORM,2026-04-03,1391,0.29259525521207763,0.2645714309239079,0.6628324946081955,0.457068767660408,6.706685837526959
HISTORICAL_FINAL,HYBRID_NO_LTD_RENORM,2026-04-04,1344,0.27901785714285715,0.25475652172605423,0.6547619047619048,0.4509502831130104,6.713541666666667
HISTORICAL_FINAL,HYBRID_NO_LTD_RENORM,2026-04-05,1430,0.2748251748251748,0.25221810942592104,0.6300699300699301,0.43942481806106826,6.9244755244755245
HISTORICAL_FINAL,HYBRID_NO_LTD_RENORM,2026-04-06,1318,0.27845220030349016,0.2558945862657978,0.641122913505311,0.44880841771878355,6.988619119878604
HISTORICAL_FINAL,HYBRID_NO_LTD_RENORM,2026-04-07,516,0.2868217054263566,0.2571741257294236,0.6395348837209303,0.4525066011213935,7.060077519379845
HISTORICAL_FINAL,HYBRID_NO_XGB_RENORM,2026-03-23,136,0.16911764705882354,0.06068376068376068,0.5220588235294118,0.32895263866254987,11.029411764705882
HISTORICAL_FINAL,HYBRID_NO_XGB_RENORM,2026-03-24,445,0.16853932584269662,0.05843399837168318,0.4786516853932584,0.31175766164835506,12.431460674157304
HISTORICAL_FINAL,HYBRID_NO_XGB_RENORM,2026-03-25,882,0.21428571428571427,0.2064906973559195,0.5272108843537415,0.3605963028507266,11.14172335600907
HISTORICAL_FINAL,HYBRID_NO_XGB_RENORM,2026-03-26,1412,0.24008498583569404,0.22311024466558052,0.5630311614730878,0.3896922267228773,10.279036827195467
HISTORICAL_FINAL,HYBRID_NO_XGB_RENORM,2026-03-27,1408,0.2421875,0.22181428800209788,0.5887784090909091,0.4010337268779359,9.615767045454545
HISTORICAL_FINAL,HYBRID_NO_XGB_RENORM,2026-03-28,1319,0.26459438968915844,0.24894168818733162,0.6110689916603488,0.4239694854778125,8.938589840788476
HISTORICAL_FINAL,HYBRID_NO_XGB_RENORM,2026-03-29,1397,0.2634216177523264,0.25277942498459144,0.60773085182534,0.42166365979333464,9.569792412312097
HISTORICAL_FINAL,HYBRID_NO_XGB_RENORM,2026-03-30,1340,0.2380597014925373,0.2212059723342819,0.5753731343283582,0.39200638502679147,10.140298507462687
HISTORICAL_FINAL,HYBRID_NO_XGB_RENORM,2026-03-31,1364,0.2727272727272727,0.25749701304226613,0.6048387096774194,0.42324375088099225,9.153958944281525
HISTORICAL_FINAL,HYBRID_NO_XGB_RENORM,2026-04-01,1427,0.25718290119131043,0.24401424108542982,0.5942536790469517,0.4123107075372017,9.7687456201822
HISTORICAL_FINAL,HYBRID_NO_XGB_RENORM,2026-04-02,1414,0.2736916548797737,0.25368517880275765,0.6025459688826026,0.42582374360465786,8.94059405940594
HISTORICAL_FINAL,HYBRID_NO_XGB_RENORM,2026-04-03,1391,0.2523364485981308,0.23435307227439345,0.5578720345075485,0.3999361250259711,10.291876347951114
HISTORICAL_FINAL,HYBRID_NO_XGB_RENORM,2026-04-04,1344,0.25148809523809523,0.2350978763357568,0.5528273809523809,0.39811738705543337,10.23735119047619
HISTORICAL_FINAL,HYBRID_NO_XGB_RENORM,2026-04-05,1430,0.22937062937062938,0.21825814926553272,0.5468531468531469,0.37848777269264733,10.809090909090909
